,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1568,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,1,26,9,34.6,1.62,0.56,0.04,0.11,21.0,1,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches,a99138af
1569,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,1,8,4,50.0,0.97,0.48,0.13,0.25,18.7,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches,5569bf9a
1570,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11.0,0,3,1,33.3,0.27,0.09,0.00,0.00,26.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,881cd6be
1571,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,2,18,9,50.0,0.87,0.43,0.11,0.22,20.3,1,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches,b05e2dbd
1572,José Luis Morales,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,13,76,31,40.8,2.52,1.03,0.13,0.32,18.9,2,3,5,14.3,10.4,0.14,-1.3,-0.4,Matches,4a478107
1573,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,1,14,3,21.4,0.47,0.10,0.07,0.33,8.5,0,0,0,2.1,2.1,0.15,-1.1,-1.1,Matches,921f6058
1574,Luismi,es ESP,FWMF,Sevilla,es La Liga,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,acf5410c
1575,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,2,23,8,34.8,0.76,0.27,0.09,0.25,25.3,8,0,0,2.0,2.0,0.09,0.0,0.0,Matches,6f7d826d
1576,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,8,42,14,33.3,2.38,0.79,0.17,0.50,13.8,1,1,1,6.6,5.8,0.14,+1.4,+1.2,Matches,5eae500a
1577,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,2,6,3,50.0,0.26,0.13,0.33,0.67,8.3,0,0,0,1.7,1.7,0.28,+0.3,+0.3,Matches,5b9512c5
1578,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2.0,1,3,1,33.3,1.53,0.51,0.00,0.00,25.6,0,1,1,1.2,0.4,0.12,-0.2,-0.4,Matches,0c61c77c
1579,Dodi Lukebakio,be BEL,FWMF,Wolfsburg,de Bundesliga,23,1997,9.8,1,17,7,41.2,1.73,0.71,0.06,0.14,15.4,0,0,0,2.6,2.6,0.16,-1.6,-1.6,Matches,0c61c77c
1580,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,5,29,7,24.1,0.88,0.21,0.07,0.29,24.7,4,3,3,4.7,2.3,0.08,+0.3,-0.3,Matches,c6e8cf1f
1581,Levi Lumeka,eng ENG,MFFW,Troyes,fr Ligue 1,22,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,199ff86e
1582,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3061e1ec
1583,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8a6ab963
1584,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,0,9,3,33.3,0.41,0.14,0.00,0.00,14.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,997fff07
1585,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7fe12375
1586,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,0,6,1,16.7,0.59,0.10,0.00,0.00,16.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,b5bf1770
1587,Charalambos Lykogiannis,gr GRE,DFFW,Cagliari,it Serie A,27,1993,20.2,1,22,7,31.8,1.09,0.35,0.05,0.14,22.9,6,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,5efc5389
1588,Yannis M'Bemba,fr FRA,DFFW,Nantes,fr Ligue 1,20,2001,0.1,0,2,1,50.0,36.00,18.00,0.00,0.00,10.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,080de72a
1589,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,22,1998,23.6,5,57,9,15.8,2.42,0.38,0.05,0.33,22.0,4,2,3,6.3,4.0,0.07,-1.3,-1.0,Matches,83d074ff
1590,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,27,1993,5.8,0,2,0,0.0,0.34,0.00,0.00,,22.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,b3f8bdef
1591,Darwin Machís,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,4,37,17,45.9,2.42,1.11,0.11,0.24,21.9,1,0,0,1.8,1.8,0.05,+2.2,+2.2,Matches,ed6ea4d9
1592,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17.0,0,15,4,26.7,0.88,0.24,0.00,0.00,26.5,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,0bb6e193
1593,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,12,72,33,45.8,2.64,1.21,0.17,0.36,20.7,13,0,0,7.5,7.5,0.10,+4.5,+4.5,Matches,ee38d9c5
1594,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,14a96e1c
1595,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,1,29,7,24.1,0.89,0.21,0.03,0.14,20.0,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,5db04597
1596,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,2,9,7,77.8,1.54,1.20,0.22,0.29,15.7,0,0,0,1.4,1.4,0.16,+0.6,+0.6,Matches,bec3d251
1597,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,2,42,8,19.0,1.34,0.26,0.05,0.25,20.9,0,0,0,4.0,4.0,0.09,-2.0,-2.0,Matches,957e4c87
1598,Matej Maglica,hr CRO,MF,Stuttgart,de Bundesliga,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,36cf2caf
1599,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3.0,0,2,0,0.0,0.66,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,07767f42
1600,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,0,5,1,20.0,0.85,0.17,0.00,0.00,7.8,0,0,0,0.9,0.9,0.18,-0.9,-0.9,Matches,cce9f582
1601,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cce9f582
1602,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,0,17,2,11.8,1.05,0.12,0.00,0.00,24.4,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,d4d35152
1603,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,24,1997,19.1,1,19,3,15.8,1.00,0.16,0.05,0.33,14.7,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,caa7aaea
1604,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,1,23,10,43.5,0.82,0.36,0.04,0.10,12.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches,d8931174
1605,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,11,56,18,32.1,3.36,1.08,0.13,0.39,17.9,6,4,5,10.1,6.2,0.11,+0.9,+0.8,Matches,892d5bb1
1606,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,1,17,8,47.1,0.82,0.39,0.06,0.13,21.1,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,ab700320
1607,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,25,1996,14.1,2,11,5,45.5,0.78,0.36,0.18,0.40,20.4,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches,e768de1f
1608,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fcb38f57
1609,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,30.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,e3a5814e
1610,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,0,3,2,66.7,0.55,0.37,0.00,0.00,18.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,e3a5814e
1611,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bc0bfc64
1612,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29,1991,3.6,2,7,3,42.9,1.93,0.83,0.29,0.67,17.8,0,0,0,1.2,1.2,0.17,+0.8,+0.8,Matches,46907171
1613,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,23,1998,20.4,6,45,18,40.0,2.21,0.88,0.13,0.33,19.9,4,0,0,5.3,5.3,0.12,+0.7,+0.7,Matches,fc46aab1
1614,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,1,32,10,31.3,1.23,0.38,0.03,0.10,21.2,0,0,0,3.0,3.0,0.09,-2.0,-2.0,Matches,22bfb57e
1615,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,18,2002,3.6,0,7,0,0.0,1.96,0.00,0.00,,15.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,654f49ca
1616,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,1,31,5,16.1,0.95,0.15,0.03,0.20,15.9,0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches,00b28772
1617,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,0,3,0,0.0,0.24,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,16b9d5cf
1618,Kévin Malcuit,ma MAR,DFMF,Napoli,it Serie A,30,1991,3.2,0,1,0,0.0,0.31,0.00,0.00,,16.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,d6a889ea
1619,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,1,3,1,33.3,1.82,0.61,0.33,1.00,13.4,0,0,0,0.4,0.4,0.14,+0.6,+0.6,Matches,801831fe
1620,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,2,21,5,23.8,1.85,0.44,0.10,0.40,18.5,0,0,0,2.3,2.3,0.11,-0.3,-0.3,Matches,4c8845f7
1621,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,5,47,21,44.7,2.51,1.12,0.11,0.24,16.5,0,0,0,4.6,4.6,0.10,+0.4,+0.4,Matches,864163f3
1622,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,28,1993,17.7,6,57,17,29.8,3.22,0.96,0.11,0.35,22.0,7,0,0,3.3,3.3,0.06,+2.7,+2.7,Matches,48d5bd33
1623,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,1,17,2,11.8,0.84,0.10,0.06,0.50,17.9,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,cb574619
1624,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,75402e99
1625,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,1,13,2,15.4,1.02,0.16,0.08,0.50,22.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,bbc19252
1626,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d4b73232
1627,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,5,51,14,27.5,2.60,0.71,0.06,0.21,18.4,6,2,3,7.5,5.1,0.10,-2.5,-2.1,Matches,7703afb6
1628,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,0,9,0,0.0,1.01,0.00,0.00,,25.0,3,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,0f86995c
1629,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,0,3,0,0.0,0.11,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,c26a3918
1630,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32.0,0,24,6,25.0,0.75,0.19,0.00,0.00,11.2,0,0,0,2.4,2.3,0.10,-2.4,-2.3,Matches,5aa53281
1631,Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,1992,4.7,1,12,5,41.7,2.54,1.06,0.08,0.20,14.3,0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches,311027cb
1632,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d2d5cc8
1633,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,0,2,0,0.0,0.14,0.00,0.00,,8.7,0,0,0,0.5,0.5,0.24,-0.5,-0.5,Matches,c20bdcd7
1634,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,1,6,3,50.0,0.35,0.18,0.17,0.33,14.8,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,c20bdcd7
1635,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,1,10,3,30.0,0.65,0.20,0.10,0.33,10.1,0,0,0,2.3,2.3,0.23,-1.3,-1.3,Matches,fbd6378b
1636,Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,1997,14.7,0,23,5,21.7,1.57,0.34,0.00,0.00,24.5,3,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches,c7259b83
1637,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f7d3a773
1638,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,16,98,37,37.8,3.13,1.18,0.16,0.43,14.2,0,0,0,17.2,17.2,0.18,-1.2,-1.2,Matches,c691bfe2
1639,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,1,3,1,33.3,0.23,0.08,0.33,1.00,9.9,0,0,0,0.5,0.5,0.17,+0.5,+0.5,Matches,f520049f
1640,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,1,17,8,47.1,0.83,0.39,0.06,0.13,16.9,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches,a572e291
1641,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,7,12,3,25.0,0.49,0.12,0.08,0.33,27.1,2,6,6,5.7,0.9,0.08,+1.3,+0.1,Matches,c801616a
1642,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,3,17,5,29.4,0.65,0.19,0.18,0.60,13.1,0,0,0,1.7,1.7,0.10,+1.3,+1.3,Matches,eef2d8ce
1643,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c707411f
1644,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14.0,1,4,2,50.0,0.29,0.14,0.25,0.50,15.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,758dd7f0
1645,Myziane Maolida,fr FRA,MF,Nice,fr Ligue 1,22,1999,0.4,0,1,0,0.0,2.65,0.00,0.00,,24.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,706a60e1
1646,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,22,1999,8.6,1,14,3,21.4,1.62,0.35,0.07,0.33,19.5,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches,706a60e1
1647,Sekou Mara,fr FRA,FWMF,Bordeaux,fr Ligue 1,19,2002,10.1,6,37,16,43.2,3.68,1.59,0.14,0.31,18.5,0,1,1,5.1,4.4,0.12,+0.9,+0.6,Matches,3544641e
1648,Maranhão,br BRA,FWMF,Valencia,es La Liga,24,1996,10.8,1,30,8,26.7,2.77,0.74,0.03,0.13,14.8,0,0,0,3.0,3.0,0.10,-2.0,-2.0,Matches,ae86d473
1649,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,0,1,0,0.0,0.09,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,b9d0446f
1650,Fernando Marçal,br BRA,MFDF,Wolves,eng Premier League,32,1989,16.1,0,11,1,9.1,0.68,0.06,0.00,0.00,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,9ae9eaea
1651,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,0,8,3,37.5,1.37,0.51,0.00,0.00,20.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,603116a7
1652,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10.0,0,3,0,0.0,0.30,0.00,0.00,,10.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,e3d0b0c4
1653,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2.0,0,2,0,0.0,1.00,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,e3d0b0c4
1654,Solly March,eng ENG,DFFW,Brighton,eng Premier League,27,1994,19.4,0,20,10,50.0,1.03,0.52,0.00,0.00,18.3,2,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches,bb5fbd2b
1655,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15.0,0,8,1,12.5,0.53,0.07,0.00,0.00,21.2,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,91d0fabf
1656,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,1,25,10,40.0,0.72,0.29,0.04,0.10,12.0,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches,8650af85
1657,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9.0,0,2,0,0.0,0.22,0.00,0.00,,19.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,b14f755d
1658,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,1,3,3,100.0,0.16,0.16,0.33,0.33,16.2,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches,9f323c71
1659,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,880fcdbb
1660,José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,0,4,1,25.0,0.93,0.23,0.00,0.00,14.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,6f4c734d
1661,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2.0,0,1,0,0.0,0.50,0.00,0.00,,5.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,aa54ec6f
1662,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,2,10,5,50.0,0.67,0.34,0.20,0.40,11.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches,aa54ec6f
1663,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,1,20,7,35.0,0.88,0.31,0.05,0.14,13.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches,f0da930c
1664,Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,1,14,3,21.4,3.68,0.79,0.07,0.33,13.0,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches,5c4dc0ff
1665,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,0,41,7,17.1,1.31,0.22,0.00,0.00,24.8,9,0,0,1.8,1.8,0.04,-1.8,-1.8,Matches,7fac99d4
1666,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,0,7,2,28.6,0.34,0.10,0.00,0.00,10.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,d9764034
1667,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e7630876
1668,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,0,1,0,0.0,3.75,0.00,0.00,,34.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,0e0102eb
1669,Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22,1999,17.5,3,48,13,27.1,2.75,0.74,0.06,0.23,19.4,3,0,1,5.1,4.3,0.09,-2.1,-1.3,Matches,0e0102eb
1670,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,5,21,7,33.3,0.66,0.22,0.24,0.71,10.1,0,0,0,3.8,3.8,0.18,+1.2,+1.2,Matches,d5f2f82b
1671,Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,7,46,17,37.0,1.96,0.72,0.13,0.35,17.0,0,1,3,8.4,6.1,0.13,-1.4,-0.1,Matches,0ae4e09a
1672,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,1,5,2,40.0,2.12,0.85,0.20,0.50,13.0,0,0,0,0.7,0.7,0.13,+0.3,+0.3,Matches,8b788c01
1673,Anthony Martial,fr FRA,FWMF,Sevilla,es La Liga,25,1995,5.4,0,7,3,42.9,1.29,0.55,0.00,0.00,21.8,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,8b788c01
1674,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,0,2,0,0.0,1.57,0.00,0.00,,30.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,cbec0059
1675,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,1,18,5,27.8,0.71,0.20,0.06,0.20,21.5,5,0,0,1.0,1.0,0.05,0.0,0.0,Matches,2f3e911a
1676,Ander Martin,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,1.0,0,3,2,66.7,3.07,2.05,0.00,0.00,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,e1e75690
1677,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,22,1999,2.1,0,5,1,20.0,2.42,0.48,0.00,0.00,17.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches,2ae30661
1678,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,64035864
1679,Iván Martín,es ESP,MFFW,Alavés,es La Liga,22,1999,1.8,0,1,0,0.0,0.54,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,ae48c5cb
1680,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,1,21,4,19.0,0.90,0.17,0.05,0.25,20.3,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,468fdbad
1681,Martinelli,br BRA,FWMF,Arsenal,eng Premier League,20,2001,20.7,6,51,15,29.4,2.47,0.73,0.10,0.33,14.7,0,1,1,7.3,6.6,0.13,-1.3,-1.6,Matches,48a5a5d6
1682,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7956236f
1683,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26.0,3,27,8,29.6,1.04,0.31,0.11,0.38,13.4,3,0,0,2.0,2.0,0.07,+1.0,+1.0,Matches,3fc45c73
1684,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,21,1999,9.8,1,9,2,22.2,0.92,0.20,0.11,0.50,16.3,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,3672b352
1685,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,11d8aff0
1686,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,21,112,47,42.0,4.42,1.85,0.16,0.38,13.8,0,3,6,20.9,16.7,0.15,+0.1,+1.3,Matches,f7036e1c
1687,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,0,11,1,9.1,1.51,0.14,0.00,0.00,23.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,ecc77652
1688,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,1,16,4,25.0,1.01,0.25,0.06,0.25,12.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,3ec3c1c9
1689,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,26,1995,21.2,4,30,11,36.7,1.42,0.52,0.13,0.36,13.5,0,0,0,5.7,5.7,0.19,-1.7,-1.7,Matches,3ef0fa48
1690,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,1,8,3,37.5,0.26,0.10,0.13,0.33,25.5,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches,d4535821
1691,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,0,12,1,8.3,0.43,0.04,0.00,0.00,24.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,11fd2b75
1692,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,0,2,0,0.0,0.35,0.00,0.00,,18.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,e0314d87
1693,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12.0,0,5,0,0.0,0.42,0.00,0.00,,13.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,de0f152c
1694,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,0,5,0,0.0,0.29,0.00,0.00,,15.7,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,a396fb61
