,,,,,,,,,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
2629,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35.0,3,0,0,0,6,0,0,1,0,0,0,0,51,5,0,100.0,Matches,6f51e382
2630,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,5cbb5ad6
2631,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,31.8,0,0,0,0,5,0,0,2,0,0,0,0,44,13,2,86.7,Matches,e1b0a70d
2632,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,24,1997,30.9,1,0,0,28,41,6,28,18,33,1,0,0,110,41,50,45.1,Matches,5148dcc5
2633,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,1999,3.0,1,0,0,4,2,0,20,4,5,0,0,0,25,9,3,75.0,Matches,3ef0a2d7
2634,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,1987,3.9,2,1,0,5,1,1,2,5,4,0,2,0,23,3,6,33.3,Matches,037130ca
2635,Tanner Tessmann,us USA,MF,Venezia,it Serie A,19,2001,7.6,1,1,0,10,8,0,4,5,5,0,0,0,51,8,17,32.0,Matches,ac277993
2636,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,21,2000,6.5,1,0,0,4,18,3,20,3,5,0,0,0,30,4,6,40.0,Matches,7120a04d
2637,Cedric Teuchert,de GER,MFFW,Union Berlin,de Bundesliga,24,1997,1.2,0,0,0,1,1,1,1,0,2,0,0,0,9,2,2,50.0,Matches,f956479d
2638,Arthur Theate,be BEL,DF,Bologna,it Serie A,21,2000,26.9,6,0,0,26,10,1,18,42,19,0,1,0,181,39,39,50.0,Matches,df8d6029
2639,Jan Thielmann,de GER,MFFW,Köln,de Bundesliga,19,2002,13.2,6,0,0,12,12,2,57,10,16,0,0,0,86,21,30,41.2,Matches,fd53759d
2640,Sada Thioub,sn SEN,FW,Angers,fr Ligue 1,26,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,f4bc42b1
2641,Sada Thioub,sn SEN,DFMF,Saint-Étienne,fr Ligue 1,26,1995,10.6,2,0,0,7,5,0,32,10,8,0,0,0,69,5,8,38.5,Matches,f4bc42b1
2642,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20,2001,21.2,2,0,0,15,16,0,33,40,31,0,0,0,97,24,32,42.9,Matches,fc027d02
2643,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33,1988,28.5,9,0,0,38,19,0,0,44,37,0,0,0,153,67,37,64.4,Matches,275e2c51
2644,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1993,26.5,2,1,0,35,34,4,57,29,31,0,0,0,177,16,30,34.8,Matches,c76b7567
2645,Erik Thommy,de GER,FWMF,Stuttgart,de Bundesliga,26,1994,3.0,0,0,0,2,6,2,23,4,0,0,0,0,12,2,4,33.3,Matches,df8e7b62
2646,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,2000,1.6,0,0,0,1,0,0,2,2,0,0,0,0,5,1,2,33.3,Matches,235a62f8
2647,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,25,1996,32.7,10,0,0,81,37,0,0,25,26,0,0,0,151,166,135,55.1,Matches,d1b49282
2648,Thuler,br BRA,DF,Montpellier,fr Ligue 1,22,1999,9.5,3,1,1,12,2,0,2,9,12,0,1,0,36,15,9,62.5,Matches,db23d9fc
2649,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,23,1997,10.9,2,0,0,12,25,8,7,5,5,1,0,0,29,32,22,59.3,Matches,6f8cd6d0
2650,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,20,2001,21.1,4,0,0,33,14,1,10,28,19,1,0,0,127,21,21,50.0,Matches,7d9397f8
2651,Alexis Tibidi,fr FRA,MFFW,Stuttgart,de Bundesliga,17,2003,4.3,1,0,0,11,12,4,3,3,3,0,0,0,16,7,6,53.8,Matches,ca6f4846
2652,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,fr Ligue 1,22,1999,1.7,0,0,0,0,1,0,0,0,3,0,0,0,10,0,3,0.0,Matches,9ddf7fae
2653,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,24,1997,29.2,3,0,0,32,36,0,56,21,38,0,4,0,188,24,19,55.8,Matches,56f7a928
2654,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24,1997,21.3,0,0,0,5,16,1,79,15,14,0,0,0,85,12,23,34.3,Matches,fce2302c
2655,Steffen Tigges,de GER,FWMF,Dortmund,de Bundesliga,23,1998,1.2,0,0,0,1,1,1,1,0,3,0,0,0,2,3,9,25.0,Matches,6b8887c2
2656,Malik Tillman,us USA,FWMF,Bayern Munich,de Bundesliga,19,2002,1.2,0,0,0,4,1,0,0,2,1,0,0,0,11,3,1,75.0,Matches,a5420709
2657,Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,22.3,3,0,0,37,42,1,67,12,26,0,1,0,136,10,28,26.3,Matches,a5bea1fb
2658,David Timor,es ESP,MF,Getafe,es La Liga,31,1989,3.8,2,0,0,6,2,0,9,1,1,0,0,0,21,7,11,38.9,Matches,174651c8
2659,Mircea Ţîrlea,ro ROU,DF,Alavés,es La Liga,21,2000,0.2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0.0,Matches,683a1d81
2660,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,21,1999,34.6,6,0,0,24,10,0,9,51,37,0,1,0,228,70,45,60.9,Matches,88f130ed
2661,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,16,2004,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches,e547d3cf
2662,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,28,1992,25.5,3,0,0,16,16,10,51,20,7,0,0,0,97,33,21,61.1,Matches,5ceba7fc
2663,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,26,1994,7.8,0,0,0,13,6,3,6,9,5,0,0,0,59,12,15,44.4,Matches,652d4c37
2664,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,26,1994,15.5,2,0,0,8,7,0,22,12,10,0,1,0,75,9,13,40.9,Matches,a96e5dc0
2665,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,30,1990,16.0,6,0,0,27,10,0,10,26,15,0,1,0,122,38,11,77.6,Matches,c56dc39e
2666,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,26,1994,32.4,7,2,1,35,55,31,22,6,11,1,1,0,67,34,37,47.9,Matches,02ef8778
2667,Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19,2002,11.9,2,0,0,6,25,7,18,4,4,1,0,0,42,6,20,23.1,Matches,b492126a
2668,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,22,1998,18.7,2,0,0,16,13,0,31,24,17,0,0,0,89,48,39,55.2,Matches,b3af9be1
2669,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,22,1998,0.1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,Matches,b3af9be1
2670,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,6.1,2,0,0,7,2,0,0,4,3,0,0,0,33,10,5,66.7,Matches,e7ca0439
2671,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,23,1997,30.2,4,0,0,19,11,0,3,45,44,0,0,0,183,51,48,51.5,Matches,7edfbb8a
2672,Sandro Tonali,it ITA,MF,Milan,it Serie A,21,2000,28.9,9,0,0,45,50,3,108,34,37,0,0,0,189,10,14,41.7,Matches,0db169ae
2673,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,31,1990,9.7,4,0,0,9,24,1,1,19,9,0,0,1,54,28,19,59.6,Matches,8cc29864
2674,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,25,1996,32.3,8,0,0,50,80,25,28,14,21,3,0,0,105,147,114,56.3,Matches,e09f279b
2675,Ernesto Torregrossa,ve VEN,FW,Sampdoria,it Serie A,29,1992,1.3,1,0,0,7,7,5,0,0,1,0,0,0,3,3,3,50.0,Matches,bf39bdec
2676,Lucas Torreira,uy URU,MF,Fiorentina,it Serie A,25,1996,24.4,10,1,1,38,44,2,6,26,29,1,0,0,153,18,26,40.9,Matches,52611641
2677,Raúl Torrente,es ESP,DF,Granada,es La Liga,19,2001,14.2,5,0,0,24,11,1,2,12,21,1,2,0,67,21,25,45.7,Matches,4d753a3f
2678,Ferrán Torres,es ESP,FW,Manchester City,eng Premier League,21,2000,3.4,0,0,0,1,1,1,4,0,2,0,0,0,6,4,1,80.0,Matches,9e1035f8
2679,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,21,2000,15.7,1,0,0,9,20,16,7,6,5,0,0,0,44,12,15,44.4,Matches,9e1035f8
2680,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,26,1994,11.2,2,0,0,17,17,2,25,6,12,0,0,0,89,5,19,20.8,Matches,58a9a4d9
2681,Pau Torres,es ESP,DF,Villarreal,es La Liga,24,1997,31.7,5,0,0,14,16,0,5,19,19,0,0,0,191,58,39,59.8,Matches,532e1e4f
2682,Roberto Torres,es ESP,MFFW,Osasuna,es La Liga,32,1989,9.0,3,0,0,8,11,0,80,8,4,0,0,0,59,4,13,23.5,Matches,d733aa38
2683,Lucas Torró,es ESP,MF,Osasuna,es La Liga,27,1994,30.3,10,0,0,55,48,1,7,47,40,0,0,1,207,131,58,69.3,Matches,0e4fef6e
2684,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,23,1997,5.4,1,0,0,4,4,1,1,17,1,0,0,0,27,15,5,75.0,Matches,f86cabbd
2685,Cenk Tosun,tr TUR,MF,Everton,eng Premier League,30,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches,9a104dee
2686,Abdoulaye Touré,fr FRA,MF,Genoa,it Serie A,27,1994,4.8,1,0,0,3,9,0,3,4,4,0,0,0,27,5,4,55.6,Matches,ef7cd87a
2687,Almamy Touré,ml MLI,DFMF,Eint Frankfurt,de Bundesliga,25,1996,5.6,2,0,0,8,2,1,12,5,9,0,0,0,42,13,15,46.4,Matches,c8c60119
2688,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,24,1997,21.8,3,0,0,32,24,1,16,35,25,0,0,0,132,39,45,46.4,Matches,71ec39ef
2689,Yoann Touzghar,tn TUN,FW,Troyes,fr Ligue 1,34,1986,16.2,0,0,0,7,19,8,8,3,2,0,0,0,35,25,40,38.5,Matches,4e47507a
2690,Andros Townsend,eng ENG,MFFW,Everton,eng Premier League,30,1991,16.2,3,0,0,10,39,1,96,14,17,0,1,0,80,7,18,28.0,Matches,b28bbd58
2691,Adama Traoré,es ESP,FWMF,Wolves,eng Premier League,25,1996,11.9,0,0,0,10,26,9,39,2,3,0,0,0,49,15,16,48.4,Matches,9a28eba4
2692,Adama Traoré,es ESP,FW,Barcelona,es La Liga,25,1996,4.2,0,0,0,7,7,2,38,4,2,0,0,0,20,5,2,71.4,Matches,9a28eba4
2693,Amadou Traore,fr FRA,FW,Bordeaux,fr Ligue 1,19,2002,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches,4eb0686f
2694,Bertrand Traoré,bf BFA,MFFW,Aston Villa,eng Premier League,25,1995,2.4,0,0,0,0,4,2,5,0,3,1,0,0,11,4,4,50.0,Matches,c47541e0
2695,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,19,2001,19.2,9,1,1,53,15,0,1,25,26,0,0,0,138,17,10,63.0,Matches,999ceb5f
2696,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,29,1992,8.0,3,0,0,22,7,0,5,15,12,0,0,0,54,15,9,62.5,Matches,de488e56
2697,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,29,1992,32.1,4,0,0,46,24,9,81,37,36,0,1,1,177,37,38,49.3,Matches,a4b1028a
2698,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,34,1986,35.7,1,0,0,15,6,0,5,44,17,0,0,0,215,47,34,58.0,Matches,b666421b
2699,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31,1990,32.0,2,0,0,0,3,0,0,1,0,0,0,0,65,5,0,100.0,Matches,ce17b5eb
2700,Miguel Trauco,pe PER,DFMF,Saint-Étienne,fr Ligue 1,28,1992,12.4,3,0,0,8,8,0,46,23,18,0,0,0,65,11,13,45.8,Matches,e4b72e34
2701,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,33,1988,22.3,13,0,0,59,68,4,118,13,24,0,0,0,151,25,29,46.3,Matches,fc647b34
2702,Trézéguet,eg EGY,FW,Aston Villa,eng Premier League,26,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,3ae14ed1
2703,Manu Trigueros,es ESP,MFFW,Villarreal,es La Liga,29,1991,24.2,3,0,0,49,43,0,19,13,25,1,0,0,113,18,25,41.9,Matches,963829d0
2704,Simone Trimboli,it ITA,MF,Sampdoria,it Serie A,19,2002,0.7,1,0,0,2,0,0,0,2,1,0,1,0,5,1,1,50.0,Matches,f5f21026
2705,Christopher Trimmel,at AUT,DFFW,Union Berlin,de Bundesliga,34,1987,22.1,5,0,0,29,6,0,146,34,30,0,0,0,145,29,19,60.4,Matches,056d2d95
2706,Francisco Trincão,pt POR,FWMF,Wolves,eng Premier League,21,1999,14.8,0,0,0,13,22,1,33,12,15,0,0,0,73,6,16,27.3,Matches,77e39b04
2707,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,30,1990,4.8,0,0,0,3,3,0,28,10,10,0,0,0,31,10,5,66.7,Matches,21512407
2708,Kieran Trippier,eng ENG,DFFW,Atlético Madrid,es La Liga,30,1990,10.8,1,0,0,14,6,4,33,10,12,0,0,0,54,28,13,68.3,Matches,21512407
2709,William Troost-Ekong,ng NGA,DF,Watford,eng Premier League,27,1993,15.4,3,0,0,13,2,1,0,7,9,0,1,0,74,24,23,51.1,Matches,7ed4921e
2710,Leandro Trossard,be BEL,FWMF,Brighton,eng Premier League,26,1994,31.2,2,0,0,24,26,13,51,15,20,1,1,0,142,9,20,31.0,Matches,38ceb24a
2711,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,19,2001,18.2,4,0,0,24,20,0,47,19,21,1,1,0,91,16,27,37.2,Matches,5d0e0a1f
2712,Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,35,1985,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,73e2f6eb
2713,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,25,1996,9.7,3,0,0,20,6,0,116,10,12,0,0,0,62,12,11,52.2,Matches,f315ca93
2714,Axel Tuanzebe,eng ENG,DF,Aston Villa,eng Premier League,23,1997,5.6,1,0,0,3,3,0,1,5,3,0,0,0,29,13,12,52.0,Matches,2baec6ce
2715,Axel Tuanzebe,eng ENG,DF,Napoli,it Serie A,23,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches,2baec6ce
2716,Ozan Tufan,tr TUR,MF,Watford,eng Premier League,26,1995,3.7,0,0,0,9,0,0,7,2,2,0,0,0,13,3,9,25.0,Matches,17d45fb2
2717,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,19,2002,2.3,1,0,0,3,3,0,2,2,0,0,0,0,14,1,2,33.3,Matches,068f4dec
2718,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,22,1999,24.3,4,1,1,37,12,1,5,41,28,0,0,0,213,54,46,54.0,Matches,35d64857
2719,Christos Tzolis,gr GRE,FWMF,Norwich City,eng Premier League,19,2002,3.7,0,0,0,2,4,2,7,1,3,0,0,0,13,3,11,21.4,Matches,9f333379
2720,Iyenoma Udogie,it ITA,DF,Udinese,it Serie A,18,2002,27.5,4,0,0,36,34,4,17,27,40,0,0,0,156,27,28,49.1,Matches,7cd520e8
2721,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,25,1996,11.2,0,0,0,2,6,0,27,31,14,0,0,0,64,23,11,67.6,Matches,cc41f558
2722,Ike Ugbo,ca CAN,FW,Troyes,fr Ligue 1,22,1998,9.0,0,0,0,10,16,2,1,2,1,1,0,0,23,10,27,27.0,Matches,8a53d24b
2723,Chimuanya Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,17,2004,4.5,2,0,0,14,1,0,0,4,9,0,0,0,17,3,7,30.0,Matches,1df4a109
2724,Hwang Ui-jo,kr KOR,FW,Bordeaux,fr Ligue 1,28,1992,27.9,3,0,0,17,23,22,32,5,4,0,1,0,34,14,43,24.6,Matches,a2d873dd
2725,Anthony Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,30,1990,0.4,0,0,0,4,1,0,1,0,0,0,0,0,1,1,1,50.0,Matches,99be8fb5
2726,Maximilian Ullmann,at AUT,DF,Venezia,it Serie A,25,1996,2.7,0,0,0,2,1,0,4,2,0,0,0,0,10,1,5,16.7,Matches,caaf2ed1
2727,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,32,1988,6.0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,100.0,Matches,7d3e7da6
2728,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,27,1993,1.0,1,0,0,0,1,1,0,0,2,0,0,0,6,3,2,60.0,Matches,3eed9821
2729,Enes Ünal,tr TUR,FW,Getafe,es La Liga,24,1997,31.1,8,0,0,77,71,14,14,5,22,0,0,0,77,142,164,46.4,Matches,f8eca1b6
2730,Cengiz Ünder,tr TUR,FWMF,Marseille,fr Ligue 1,24,1997,24.4,2,1,1,11,33,12,115,14,13,1,0,0,72,9,8,52.9,Matches,1880614f
2731,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,22,1998,24.6,4,0,0,28,11,1,2,32,42,0,1,0,249,62,43,59.0,Matches,d248cd8f
2732,Benjamin Uphoff,de GER,GK,Freiburg,de Bundesliga,27,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,a9a6fc08
2733,Kacper Urbanski,pl POL,MF,Bologna,it Serie A,16,2004,0.5,0,0,0,2,0,0,1,0,2,0,0,0,5,0,2,0.0,Matches,2d9d9e42
2734,Jere Uronen,fi FIN,DF,Brest,fr Ligue 1,27,1994,9.8,0,0,0,4,9,0,18,16,15,0,0,0,42,12,7,63.2,Matches,d75f3980
2735,Mark Uth,de GER,MFFW,Köln,de Bundesliga,29,1991,22.5,3,0,0,34,45,11,123,14,20,0,0,0,110,22,31,41.5,Matches,a3ddb1b9
2736,Myrto Uzuni,al ALB,FWMF,Granada,es La Liga,26,1995,9.5,4,0,0,13,12,8,15,10,4,0,1,0,55,6,14,30.0,Matches,01da7812
2737,Antonio Vacca,it ITA,MF,Venezia,it Serie A,31,1990,11.8,5,0,0,21,9,0,0,20,20,0,0,0,111,4,11,26.7,Matches,444c89d9
2738,Álvaro Vadillo,es ESP,DFMF,Espanyol,es La Liga,26,1994,0.1,1,0,0,1,1,0,1,0,1,0,0,0,2,1,0,100.0,Matches,61b62b33
2739,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,26,1994,28.5,8,0,0,50,55,0,3,39,53,0,1,0,218,35,48,42.2,Matches,592f3158
2740,Germán Valera,es ESP,FW,Real Sociedad,es La Liga,19,2002,0.6,0,0,0,3,0,0,1,0,2,0,0,0,5,1,1,50.0,Matches,84f55b4a
2741,Yan Valery,tn TUN,DF,Southampton,eng Premier League,22,1999,4.1,0,0,0,3,3,0,4,6,6,0,0,0,27,11,9,55.0,Matches,531a4aa8
2742,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,25,1995,35.3,4,0,0,26,8,1,3,31,19,0,2,0,165,59,34,63.4,Matches,f2c6ac01
2743,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,24,1997,3.8,1,0,0,4,1,0,1,6,5,0,1,0,20,11,4,73.3,Matches,c2111b45
2744,Manu Vallejo,es ESP,MFFW,Alavés,es La Liga,24,1997,4.1,0,0,0,4,3,0,13,0,2,0,0,0,13,5,13,27.8,Matches,0bc4e720
2745,Manu Vallejo,es ESP,FWMF,Valencia,es La Liga,24,1997,1.1,3,0,0,6,1,1,8,0,1,0,0,0,6,2,6,25.0,Matches,0bc4e720
2746,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,23,1998,20.4,2,0,0,17,9,6,20,24,16,0,0,0,127,15,8,65.2,Matches,0959c2a2
2747,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,30,1991,34.0,3,0,0,9,8,0,0,31,10,0,0,0,204,117,34,77.5,Matches,e06683ca
2748,Vanderson,br BRA,FWDF,Monaco,fr Ligue 1,20,2001,12.4,3,0,0,19,11,3,28,13,19,0,0,0,88,14,16,46.7,Matches,ee45fd85
2749,Zinho Vanheusden,be BEL,DF,Genoa,it Serie A,22,1999,11.0,3,0,0,10,10,0,5,23,6,0,1,1,47,23,17,57.5,Matches,afbf187b
2750,Jonathan Varane,fr FRA,MF,Lens,fr Ligue 1,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,4ade359f
2751,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,28,1993,20.3,0,0,0,5,7,0,1,18,19,0,0,0,78,55,20,73.3,Matches,9f8e9423
2752,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,34,1987,20.1,2,0,0,13,12,19,12,1,5,0,0,1,25,24,50,32.4,Matches,45963054
2753,Ruben Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,22,1998,22.0,4,0,0,33,27,12,42,16,21,0,0,0,141,11,34,24.4,Matches,6ecbddf6
2754,Sebastian Vasiliadis,gr GRE,MF,Arminia,de Bundesliga,23,1997,13.3,3,0,0,14,5,2,5,25,17,0,0,0,84,17,15,53.1,Matches,d3112d86
2755,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,22,1998,25.3,7,0,0,31,26,1,17,42,46,0,0,0,166,59,61,49.2,Matches,5eaed77a
2756,Denis Vavro,sk SVK,DF,Lazio,it Serie A,25,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,08990838
2757,José Luis García Vayá,es ESP,MF,Levante,es La Liga,22,1998,22.4,9,0,0,47,20,0,58,38,27,0,0,0,149,31,14,68.9,Matches,27dc1378
2758,Jesus Vazquez,es ESP,DF,Valencia,es La Liga,18,2003,9.0,0,0,0,14,8,0,24,9,13,0,0,0,61,12,19,38.7,Matches,106c142c
2759,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,28,1993,14.8,3,0,0,18,19,0,42,36,24,0,1,0,69,18,29,38.3,Matches,ee923664
2760,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,30,1991,20.4,3,0,0,26,34,5,75,20,22,0,0,0,103,2,9,18.2,Matches,fd51b456
2761,Matías Vecino,uy URU,MF,Inter,it Serie A,29,1991,4.2,2,0,0,9,3,0,5,4,5,0,0,0,20,17,12,58.6,Matches,44ac04e9
2762,Gabriel Veiga,es ESP,MF,Celta Vigo,es La Liga,19,2002,1.2,0,0,0,1,3,0,3,4,4,0,0,0,11,1,10,9.1,Matches,35a6e5c7
2763,Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,35,1986,14.9,7,1,1,18,6,0,74,11,15,0,0,0,125,26,22,54.2,Matches,ab1ca213
2764,Joël Veltman,nl NED,DF,Brighton,eng Premier League,29,1992,31.9,6,0,0,39,38,0,42,45,48,1,1,0,182,55,29,65.5,Matches,dad4b285
2765,Mickey van de Ven,nl NED,DF,Wolfsburg,de Bundesliga,20,2001,2.1,0,0,0,0,1,0,3,2,4,0,0,0,15,6,1,85.7,Matches,8fe2a392
2766,Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,20,2000,26.5,4,0,0,28,35,0,47,19,11,1,0,0,172,22,31,41.5,Matches,4112ace5
2767,Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,26,1995,17.5,4,0,0,15,32,0,29,5,10,0,0,1,76,9,8,52.9,Matches,983ff2c7
2768,Daniele Verde,it ITA,FWMF,Spezia,it Serie A,25,1996,21.7,2,0,0,3,15,12,141,18,4,0,0,0,102,1,0,100.0,Matches,d3298c99
2769,Simone Verdi,it ITA,MFFW,Torino,it Serie A,29,1992,0.5,0,0,0,1,1,1,3,0,1,0,0,0,4,0,1,0.0,Matches,0375723e
2770,Simone Verdi,it ITA,FWMF,Salernitana,it Serie A,29,1992,9.2,3,0,0,11,20,1,69,3,8,0,0,0,45,5,11,31.3,Matches,0375723e
2771,Gonzalo Verdú,es ESP,DF,Elche,es La Liga,32,1988,15.5,11,0,0,23,14,0,0,13,9,0,1,0,58,27,23,54.0,Matches,1c2c55fc
2772,Jordan Veretout,fr FRA,MF,Roma,it Serie A,28,1993,25.8,6,0,0,18,22,1,102,27,25,0,0,0,147,16,12,57.1,Matches,4a56052c
2773,Edoardo Vergani,it ITA,FWMF,Salernitana,it Serie A,20,2001,1.1,0,0,0,3,1,1,0,0,2,0,0,0,2,1,1,50.0,Matches,2873973b
2774,Vincent Vermeij,nl NED,MF,Freiburg,de Bundesliga,26,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches,7e629adc
2775,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,28,1992,21.5,12,0,0,32,48,1,9,18,40,0,0,1,127,5,11,31.3,Matches,1467af0d
2776,Valerio Verre,it ITA,MFFW,Sampdoria,it Serie A,27,1994,4.7,0,0,0,8,10,0,16,0,5,0,0,0,35,6,7,46.2,Matches,33ecf462
2777,Valerio Verre,it ITA,MF,Empoli,it Serie A,27,1994,3.4,2,1,0,8,3,0,2,1,2,0,0,0,29,0,7,0.0,Matches,33ecf462
2778,Freddie Veseli,al ALB,DF,Salernitana,it Serie A,28,1992,6.6,3,1,1,7,1,0,4,4,2,0,2,0,27,7,4,63.6,Matches,d541e703
2779,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,28,1993,15.1,7,2,2,34,17,0,12,20,14,0,1,0,98,39,22,63.9,Matches,b0fce72c
2780,Jannik Vestergaard,dk DEN,DF,Leicester City,eng Premier League,28,1992,6.3,2,0,0,4,1,0,0,7,10,0,1,0,32,13,10,56.5,Matches,1900032e
2781,Rúben Vezo,pt POR,DF,Levante,es La Liga,27,1994,26.9,4,0,0,35,29,0,6,36,29,1,1,0,142,52,41,55.9,Matches,c67cd65c
2782,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,24,1996,38.0,1,0,0,1,7,0,0,1,1,0,1,0,50,12,1,92.3,Matches,77d6fd4d
2783,Aleix Vidal,es ESP,DFMF,Espanyol,es La Liga,31,1989,21.1,10,0,0,24,31,1,52,25,25,0,1,0,127,10,9,52.6,Matches,04965583
2784,Arturo Vidal,cl CHI,MF,Inter,it Serie A,34,1987,8.2,3,0,0,17,10,1,4,7,10,0,0,0,68,10,14,41.7,Matches,67cdbc0e
2785,Nacho Vidal,es ESP,DF,Osasuna,es La Liga,26,1995,32.2,9,0,0,48,33,3,71,58,47,1,2,0,170,69,34,67.0,Matches,3a9c4b7b
